	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
1395	Cacomantis flabelliformis				LC				LC	LC			LC				LC					
1396	Cacomantis merulinus				LC				LC	LC			LC				LC					
1397	Cacomantis passerinus				LC				LC	LC			LC				LC					
1398	Cacomantis sonneratii				LC				LC	LC			LC				LC					
1399	Cacomantis variolosus														LC		LC					
1400	Cairina moschata				LC				LC	LC			LC				LC		LC			
1401	Calamanthus campestris																LC	LC				
1402	Calamanthus cautus				LC				LC	LC			LC				LC					
1403	Calamanthus fuliginosus				LC				LC	LC			LC				LC					
1404	Calamanthus montanellus																LC					
1405	Calamanthus pyrrhopygius				LC				LC	LC			LC				LC					
1406	Calamonastes fasciolatus				LC				LC	LC			LC				LC					
1407	Calamonastes simplex				LC				LC	LC			LC				LC					
1408	Calamonastes stierlingi																LC					
1409	Calamonastes undosus																LC					
1410	Calamonastides bensoni																VU			VU		
1411	Calamonastides gracilirostris																VU	VU				
1412	Calamospiza melanocorys				LC				LC	LC			LC				LC		LC			
1413	Calandrella acutirostris				LC				LC	LC			LC				LC					
1414	Calandrella blanfordi																LC	LC				
1415	Calandrella brachydactyla																LC		LC			
1416	Calandrella cinerea																LC	LC				
1417	Calandrella dukhunensis																LC					
1418	Calandrella eremica																LC					
1419	Calcarius lapponicus				LC				LC	LC			LC				LC	LC				
1420	Calcarius ornatus				NT				NT				NT				NT	VU				
1421	Calcarius pictus				LC				LC	LC			LC				LC					
1422	Calendulauda africanoides				LC				LC	LC			LC				LC					
1423	Calendulauda albescens				LC				LC	LC			LC				LC					
1424	Calendulauda alopex				LC				LC	LC			LC				LC					
1425	Calendulauda burra				VU			VU	VU				VU				VU	VU				
1426	Calendulauda erythrochlamys																LC	LC				
1427	Calendulauda poecilosterna				LC				LC	LC			LC				LC					
1428	Calendulauda sabota				LC				LC	LC			LC				LC					
1429	Calherodius leuconotus				LC				LC	LC			LC				LC		LC			
1430	Calicalicus madagascariensis				LC				LC	LC			LC				LC					
1431	Calicalicus rufocarpalis				VU				VU				VU				VU					
1432	Calidris acuminata				LC				LC	LC			LC			LC	LC					
1433	Calidris alba				LC				LC	LC			LC				LC					
1434	Calidris alpina				LC				LC	LC			LC				LC	LC		LC		
1435	Calidris bairdii				LC				LC	LC			LC				LC					
1436	Calidris canutus				LC				LC	LC			LC			NT	NT	NT	NT			
1437	Calidris falcinellus				LC				LC	LC			LC				LC			LC		
1438	Calidris ferruginea				LC				LC	LC			LC			NT	NT	NT				
1439	Calidris fuscicollis				LC				LC	LC			LC				LC					
1440	Calidris himantopus				LC				LC	LC			LC				LC					
1441	Calidris maritima				LC				LC	LC			LC				LC		LC			
1442	Calidris mauri				LC				LC	LC			LC				LC					
1443	Calidris melanotos				LC				LC	LC			LC				LC					
1444	Calidris minuta				LC				LC	LC			LC				LC			LC		
1445	Calidris minutilla				LC				LC	LC			LC			LC	LC					
1446	Calidris ptilocnemis				LC				LC	LC			LC				LC		LC			
1447	Calidris pugnax				LC				LC	LC			LC			LC	LC					
1448	Calidris pusilla				LC				LC	LC			NT				NT					
1449	Calidris pygmaea				EN				CR	CR	CR	CR	CR	CR		CR	CR	CR	CR			
1450	Calidris ruficollis				LC				LC	LC			LC			NT	NT					
1451	Calidris subminuta				LC				LC	LC			LC				LC					
1452	Calidris subruficollis				NT		NT		NT				NT				NT	NT				
1453	Calidris temminckii				LC				LC	LC			LC				LC			LC		
1454	Calidris tenuirostris				LC				LC	LC	VU		VU			EN	EN					
1455	Calidris virgata				LC				LC	LC			LC				LC					
1456	Caliechthrus leucolophus				LC				LC	LC			LC				LC					
1457	Caligavis chrysops				LC				LC	LC			LC				LC		LC			
1458	Caligavis obscura				LC				LC	LC			LC				LC		LC			
1459	Caligavis subfrenata				LC				LC	LC			LC				LC		LC			
1460	Callacanthis burtoni				LC				LC	LC			LC				LC		LC			
1461	Callaeas wilsoni																NT	NT				
1462	Calliope calliope				LC				LC	LC			LC				LC					
1463	Calliope obscura				VU				VU				VU	VU			VU	VU				
1464	Calliope pectardens				NT				NT				NT				NT	NT	NT	NT		
1465	Calliope pectoralis																LC	LC	LC			
1466	Calliope tschebaiewi																LC		LC			
1467	Callipepla californica				LC				LC	LC			LC				LC		LC			
1468	Callipepla douglasii				LC				LC	LC			LC				LC		LC			
1469	Callipepla gambelii				LC				LC	LC			LC				LC		LC			
1470	Callipepla squamata				LC				LC	LC			LC				LC		LC			
1471	Calliphlox amethystina				LC				LC	LC			LC				LC					
1472	Calliphlox bryantae				LC				LC	LC			LC				LC					
1473	Calliphlox mitchellii				LC				LC	LC			LC				LC					
1474	Callocephalon fimbriatum				LC				LC	LC			LC				LC		LC			
1475	Callonetta leucophrys				LC				LC	LC			LC				LC					
1476	Calochaetes coccineus				LC				LC	LC			LC				LC					
1477	Caloenas nicobarica				NT				NT				NT				NT					
1478	Calonectris borealis														LC	LC	LC	LC	LC			
1479	Calonectris diomedea														LC	LC	LC	LC	LC			
1480	Calonectris edwardsii				NT				NT		NT		NT				NT	NT	NT			
1481	Calonectris leucomelas				LC				LC	LC			LC			NT	NT	NT	NT			
1482	Caloperdix oculeus				NT				NT				NT				NT					
1483	Caloramphus fuliginosus														LC		LC					
1484	Caloramphus hayii														NT		NT					
1485	Calothorax lucifer				LC				LC	LC			LC				LC					
1486	Calothorax pulcher				LC				LC	LC			LC				LC					
1487	Calypte anna				LC				LC	LC			LC				LC					
1488	Calypte costae				LC				LC	LC			LC				LC					
1489	Calyptocichla serinus				LC				LC	LC			LC				LC		LC			
1490	Calyptomena hosii				NT				NT				NT				NT					
1491	Calyptomena viridis				NT				NT				NT				NT					
1492	Calyptomena whiteheadi				LC				LC	LC			LC				LC		LC			
1493	Calyptophilus frugivorus																NT		NT			
1494	Calyptophilus tertius																VU					
1495	Calyptorhynchus banksii				LC				LC	LC	LC		LC				LC					
1496	Calyptorhynchus lathami				LC				LC	LC			LC				LC					
1497	Calyptura cristata				CR				CR	CR	CR		CR	CR		CR	CR					
1498	Camaroptera brachyura																LC					
1499	Camaroptera chloronota																LC					
1500	Camaroptera harterti																LC					
1501	Camaroptera superciliaris				LC				LC	LC			LC				LC					
1502	Camaroptera toroensis																LC					
1503	Campephaga flava				LC				LC	LC			LC				LC	LC				
1504	Campephaga petiti				LC				LC	LC			LC				LC					
1505	Campephaga phoenicea				LC				LC	LC			LC				LC		LC			
1506	Campephaga quiscalina				LC				LC	LC			LC				LC	LC				
1507	Campephilus gayaquilensis				NT				NT				NT				NT					
1508	Campephilus guatemalensis				LC				LC	LC			LC				LC		LC			
1509	Campephilus haematogaster														LC		LC					
1510	Campephilus imperialis				CR				CR	CR	CR		CR	EX	EX	EX	EX	EX	EX	EX	EX	EX
1511	Campephilus leucopogon				LC				LC	LC			LC				LC					
1512	Campephilus magellanicus				LC				LC	LC			LC				LC					
1513	Campephilus melanoleucos				LC				LC	LC			LC				LC					
1514	Campephilus pollens				LC				LC	LC			LC				LC		LC			
1515	Campephilus principalis				CR	CR			CR	CR	CR		CR	CR		CR	CR		CR			
1516	Campephilus robustus				LC				LC	LC			LC				LC					
1517	Campephilus rubricollis				LC				LC	LC			LC				LC		LC			
1518	Campephilus splendens														NT		NT					
1519	Campethera abingoni				LC				LC	LC			LC				LC					
1520	Campethera bennettii														LC		LC					
1521	Campethera cailliautii				LC				LC	LC			LC				LC	LC				
1522	Campethera caroli				LC				LC	LC			LC				LC					
1523	Campethera maculosa				LC				LC	LC			LC				LC	LC				
1524	Campethera mombassica				LC				LC	LC			LC				LC		LC			
1525	Campethera nivosa				LC				LC	LC			LC				LC	LC				
1526	Campethera notata				NT				NT				NT				NT	NT				
1527	Campethera nubica				LC				LC	LC			LC				LC					
1528	Campethera punctuligera				LC				LC	LC			LC				LC					
1529	Campethera scriptoricauda														LC		LC					
1530	Campethera taeniolaema														LC		LC					
1531	Campethera tullbergi														LC		LC					
1532	Campicoloides bifasciatus				LC				LC	LC			LC				LC					
1533	Campochaera sloetii				LC				LC	LC			LC				LC					
1534	Camptostoma imberbe				LC				LC	LC			LC				LC					
1535	Camptostoma obsoletum				LC				LC	LC			LC				LC					
1536	Campylopterus curvipennis														LC		LC					
1537	Campylopterus cuvierii				LC				LC	LC			LC				LC					
1538	Campylopterus duidae				LC				LC	LC			LC				LC					
1539	Campylopterus ensipennis				NT				NT				NT				NT					
1540	Campylopterus falcatus				LC				LC	LC			LC				LC					
1541	Campylopterus hemileucurus				LC				LC	LC			LC				LC					
1542	Campylopterus hyperythrus				LC				LC	LC			LC				LC					
1543	Campylopterus largipennis				LC				LC	LC			LC				LC		LC			
1544	Campylopterus phainopeplus				EN				EN				EN				EN					
1545	Campylopterus rufus				LC				LC	LC			LC				LC					
1546	Campylopterus villaviscensio				NT				NT				NT				NT					
1547	Campylorhamphus falcularius				LC				LC	LC			LC				LC					
1548	Campylorhamphus multostriatus																LC	LC				
1549	Campylorhamphus probatus																LC					
1550	Campylorhamphus procurvoides																LC					
1551	Campylorhamphus pusillus				LC				LC	LC			LC				LC					
1552	Campylorhamphus trochilirostris				LC				LC	LC			LC				LC					
1553	Campylorhynchus albobrunneus				LC				LC	LC			LC				LC					
1554	Campylorhynchus brunneicapillus				LC				LC	LC			LC				LC					
1555	Campylorhynchus capistratus																LC					
1556	Campylorhynchus chiapensis				LC				LC	LC			LC				LC		LC			
1557	Campylorhynchus fasciatus				LC				LC	LC			LC				LC		LC			
1558	Campylorhynchus griseus				LC				LC	LC			LC				LC		LC			
1559	Campylorhynchus gularis				LC				LC	LC			LC				LC		LC			
1560	Campylorhynchus humilis																LC					
1561	Campylorhynchus jocosus				LC				LC	LC			LC				LC		LC			
1562	Campylorhynchus megalopterus				LC				LC	LC			LC				LC		LC			
1563	Campylorhynchus nuchalis				LC				LC	LC			LC				LC					
1564	Campylorhynchus rufinucha																LC					
1565	Campylorhynchus turdinus				LC				LC	LC			LC				LC		LC			
1566	Campylorhynchus yucatanicus				NT				NT				NT				NT	NT				
1567	Campylorhynchus zonatus				LC				LC	LC			LC				LC		LC			
1568	Canirallus oculeus				LC				LC	LC			LC				LC					
1569	Cantorchilus griseus				LC				LC	LC			LC				LC					
1570	Cantorchilus guarayanus				LC				LC	LC			LC				LC		LC			
1571	Cantorchilus leucopogon				LC				LC	LC			LC				LC					
1572	Cantorchilus leucotis				LC				LC	LC			LC				LC		LC			
1573	Cantorchilus longirostris				LC				LC	LC			LC				LC		LC			
1574	Cantorchilus modestus																LC					
1575	Cantorchilus nigricapillus				LC				LC	LC			LC				LC					
1576	Cantorchilus semibadius				LC				LC	LC			LC				LC					
1577	Cantorchilus superciliaris				LC				LC	LC			LC				LC					
1578	Cantorchilus thoracicus				LC				LC	LC			LC				LC		LC			
1579	Cantorchilus zeledoni																LC					
1580	Capito auratus						LC		LC	LC			LC	LC			LC					
1581	Capito aurovirens				LC				LC	LC			LC				LC		LC			
1582	Capito brunneipectus				LC				LC	LC			LC				LC		LC			
1583	Capito dayi				LC				LC	LC			VU				VU					
1584	Capito fitzpatricki														NT		NT		NT			
1585	Capito hypoleucus				EN				EN				VU				VU					
1586	Capito maculicoronatus				LC				LC	LC			LC				LC		LC			
1587	Capito niger						LC		LC	LC			LC	LC			LC					
1588	Capito quinticolor				NT				NT	VU			VU				VU					
1589	Capito squamatus				NT				NT				NT				NT					
1590	Capito wallacei		VU		VU		VU		VU				VU				VU					
1591	Caprimulgus aegyptius				LC				LC	LC			LC				LC		LC	LC		
1592	Caprimulgus affinis				LC				LC	LC			LC				LC					
1593	Caprimulgus andamanicus														LC		LC					
1594	Caprimulgus asiaticus				LC				LC	LC			LC				LC					
1595	Caprimulgus atripennis				LC				LC	LC			LC				LC					
1596	Caprimulgus batesi				LC				LC	LC			LC				LC					
1597	Caprimulgus celebensis				LC				LC	LC			LC				LC					
1598	Caprimulgus centralasicus				DD				DD				DD				DD					
1599	Caprimulgus clarus				LC				LC	LC			LC				LC					
1600	Caprimulgus climacurus				LC				LC	LC			LC				LC					
1601	Caprimulgus concretus				VU				VU				VU				VU	VU				
1602	Caprimulgus donaldsoni				LC				LC	LC			LC				LC					
1603	Caprimulgus europaeus				LC				LC	LC			LC				LC					
1604	Caprimulgus eximius				LC				LC	LC			LC				LC					
1605	Caprimulgus fossii				LC				LC	LC			LC				LC					
1606	Caprimulgus fraenatus				LC				LC	LC			LC				LC					
1607	Caprimulgus indicus														LC		LC					
1608	Caprimulgus inornatus				LC				LC	LC			LC				LC					
1609	Caprimulgus jotaka														LC		LC					
1610	Caprimulgus longipennis				LC				LC	LC			LC				LC					
1611	Caprimulgus macrurus														LC		LC					
1612	Caprimulgus madagascariensis				LC				LC	LC			LC				LC					
1613	Caprimulgus mahrattensis				LC				LC	LC			LC				LC					
1614	Caprimulgus manillensis				LC				LC	LC			LC				LC					
1615	Caprimulgus meesi										LC		LC				LC					
1616	Caprimulgus natalensis				LC				LC	LC			LC				LC					
1617	Caprimulgus nubicus				LC				LC	LC			LC				LC					
1618	Caprimulgus pectoralis														LC		LC					
1619	Caprimulgus phalaena														NT		NT					
1620	Caprimulgus poliocephalus														LC		LC					
1621	Caprimulgus prigoginei				EN				EN				EN				EN					
1622	Caprimulgus pulchellus				NT				NT				NT				NT					
1623	Caprimulgus ruficollis				LC				LC	LC			LC				LC		LC			
1624	Caprimulgus rufigena				LC				LC	LC			LC				LC					
1625	Caprimulgus solala				VU				VU				VU				VU					
1626	Caprimulgus stellatus				LC				LC	LC			LC				LC					
1627	Caprimulgus tristigma				LC				LC	LC			LC				LC					
1628	Caprimulgus vexillarius				LC				LC	LC			LC				LC	LC				
1629	Capsiempis flaveola				LC				LC	LC			LC				LC	LC				
1630	Caracara cheriway				LC				LC	LC			LC				LC					
1631	Caracara plancus					LC			LC	LC			LC				LC					
1632	Cardellina canadensis				LC				LC	LC	LC		LC				LC					
1633	Cardellina pusilla				LC				LC	LC			LC				LC					
1634	Cardellina rubra				LC				LC	LC			LC				LC					
1635	Cardellina rubrifrons				LC				LC	LC			LC				LC					
1636	Cardellina versicolor				VU				VU				VU				VU					
1637	Cardinalis cardinalis				LC				LC	LC			LC				LC		LC			
1638	Cardinalis phoeniceus				LC				LC	LC			LC				LC					
1639	Cardinalis sinuatus				LC				LC	LC			LC				LC					
1640	Carduelis caniceps																LC					
1641	Carduelis carduelis																LC		LC	LC		
1642	Carduelis citrinella				LC				LC	LC			LC			LC	LC	LC				
1643	Carduelis corsicana				LC				LC	LC			LC				LC	LC				
1644	Cariama cristata				LC				LC	LC			LC				LC					
1645	Caridonax fulgidus				LC				LC	LC			LC				LC					
1646	Carpococcyx radiceus				NT				NT				NT		NT		NT					
1647	Carpococcyx renauldi				LC				LC	LC			LC				LC		VU			
1648	Carpococcyx viridis				CR				CR	CR	CR		CR				CR	CR				
1649	Carpodacus dubius																LC		LC			
1650	Carpodacus edwardsii				LC				LC	LC			LC				LC		LC			
1651	Carpodacus erythrinus				LC				LC	LC			LC		LC	LC	LC					
1652	Carpodacus formosanus																LC					
1653	Carpodacus pulcherrimus				LC				LC	LC			LC				LC		LC			
1654	Carpodacus puniceus				LC				LC	LC			LC				LC					
1655	Carpodacus rhodochlamys				LC				LC	LC			LC				LC		LC			
1656	Carpodacus roborowskii				LC				LC	LC			LC				LC					
1657	Carpodacus rodochroa				LC				LC	LC			LC				LC		LC			
1658	Carpodacus rodopeplus																LC					
1659	Carpodacus roseus				LC				LC	LC			LC				LC		LC			
1660	Carpodacus rubicilla				LC				LC	LC			LC				LC					
1661	Carpodacus rubicilloides				LC				LC	LC			LC				LC		LC			
1662	Carpodacus sibiricus				LC				LC	LC			LC				LC		LC			
1663	Carpodacus sillemi				DD				DD				DD				DD					
1664	Carpodacus sipahi				LC				LC	LC			LC				LC					
1665	Carpodacus stoliczkae																LC					
1666	Carpodacus subhimachalus				LC				LC	LC			LC				LC		LC			
1667	Carpodacus synoicus																LC					
1668	Carpodacus thura																LC					
1669	Carpodacus trifasciatus				LC				LC	LC			LC				LC					
1670	Carpodacus verreauxii																LC					
1671	Carpodacus vinaceus																LC					
1672	Carpodacus waltoni				LC				LC	LC			LC				LC					
1673	Carpodectes antoniae				EN				EN				EN				EN					
1674	Carpodectes hopkei				LC				LC	LC			LC				LC					
1675	Carpodectes nitidus				LC				LC	LC			LC				LC					
1676	Carpornis cucullata				NT				NT				NT				NT					
1677	Carpornis melanocephala				VU				VU				VU				VU					
1678	Carpospiza brachydactyla				LC				LC	LC			LC				LC		LC			
1679	Carterornis castus				LC				LC	LC			LC				LC					
1680	Carterornis chrysomela				LC				LC	LC			LC				LC	LC				
1681	Carterornis leucotis				LC				LC	LC			LC				LC					
1682	Carterornis pileatus				LC				LC	LC			LC				LC					
1683	Caryothraustes canadensis				LC				LC	LC			LC				LC		LC			
1684	Caryothraustes celaeno				LC				LC	LC			LC				LC					
1685	Caryothraustes erythromelas				LC				LC	LC			NT	NT			NT		NT			
1686	Caryothraustes poliogaster				LC				LC	LC			LC				LC					
1687	Casiornis fuscus				LC				LC	LC			LC				LC					
1688	Casiornis rufus				LC				LC	LC			LC				LC					
1689	Cassiculus melanicterus				LC				LC	LC			LC				LC		LC			
1690	Castanozoster thoracicus				LC				LC	LC			LC				LC					
1691	Casuarius bennetti				NT				NT				NT	NT		LC	LC					
1692	Casuarius casuarius				VU				VU				VU				VU	LC	LC			
1693	Casuarius unappendiculatus				VU				VU				VU				VU	LC				
1694	Catamblyrhynchus diadema				LC				LC	LC			LC				LC		LC			
1695	Catamenia analis				LC				LC	LC			LC				LC					
1696	Catamenia homochroa				LC				LC	LC			LC				LC					
1697	Catamenia inornata				LC				LC	LC			LC				LC					
1698	Cataponera turdoides				LC				LC	LC			LC				LC					
1699	Catharacta antarctica														LC		LC	LC	LC			
1700	Catharacta chilensis				LC				LC	LC			LC				LC		LC			
1701	Catharacta maccormicki				LC				LC	LC			LC				LC		LC			
1702	Catharacta skua				LC				LC	LC			LC				LC		LC			
1703	Catharopeza bishopi				EN				EN				EN				EN					
1704	Cathartes aura				LC				LC	LC			LC				LC		LC			
1705	Cathartes burrovianus				LC				LC	LC			LC				LC					
1706	Cathartes melambrotus				LC				LC	LC			LC				LC					
1707	Catharus aurantiirostris				LC				LC	LC			LC				LC		LC			
1708	Catharus bicknelli				VU				VU				VU				VU		VU			
1709	Catharus frantzii				LC				LC	LC			LC				LC		LC			
