	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
2189	Hystrix africaeaustralis				LC				LC								LC				
2190	Hystrix brachyura								LC								LC				
2191	Hystrix crassispinis								LC								LC				
2192	Hystrix cristata				LC				LC								LC				
2193	Hystrix indica								LC								LC				
2194	Hystrix javanica								LC								LC				
2195	Hystrix pumila								VU										VU		
2196	Hystrix sumatrae								LC								LC				
2197	Ia io								LC												
2198	Ichneumia albicauda								LC							LC					
2199	Ichthyomys hydrobates								NT											LC	
2200	Ichthyomys pittieri								VU											NT	
2201	Ichthyomys stolzmanni								DD											DD	
2202	Ichthyomys tweedii								DD											DD	
2203	Ictidomys mexicanus								LC								LC				
2204	Ictidomys tridecemlineatus								LC								LC				
2205	Ictonyx libycus								LC							LC					
2206	Ictonyx striatus								LC							LC					
2207	Idionycteris phyllotis								LC									LC			
2208	Idiurus macrotis				LC				LC								LC				
2209	Idiurus zenkeri				DD				LC								LC				
2210	Indopacetus pacificus								DD												
2211	Indri indri								EN						CR						
2212	Inia geoffrensis								DD			DD							EN		
2213	Iomys horsfieldii								LC								LC				
2214	Iomys sipora								EN								EN				
2215	Irenomys tarsalis								LC								LC				
2216	Isoodon auratus								VU								VU				
2217	Isoodon macrourus								LC								LC				
2218	Isoodon obesulus								LC								LC				
2219	Isothrix barbarabrownae												DD				DD				
2220	Isothrix bistriata																LC				
2221	Isothrix negrensis								LC								LC				
2222	Isothrix orinoci																DD				
2223	Isothrix pagurus								LC								LC				
2224	Isothrix sinnamariensis			DD					LC								LC				
2225	Isthmomys flavidus								NT											NT	
2226	Isthmomys pirrensis								LC								LC				
2227	Jaculus blanfordi								LC								LC				
2228	Jaculus jaculus				LC				LC								LC				
2229	Jaculus orientalis				LC				LC								LC				
2230	Jaculus thaleri																DD				
2231	Juliomys pictipes								LC								LC				
2232	Juliomys rimofrons								VU											NT	
2233	Juscelinomys huanchacae																	DD			
2234	Kadarsanomys sodyi								VU											EN	
2235	Kannabateomys amblyonyx								LC								LC				
2236	Kerivoula africana				EN				EN												
2237	Kerivoula agnella								DD												
2238	Kerivoula argentata				LC				LC									LC			
2239	Kerivoula cuprosa				NT				DD											DD	
2240	Kerivoula eriophora				DD				DD											DD	
2241	Kerivoula flora								VU												
2242	Kerivoula hardwickii								LC												
2243	Kerivoula intermedia								NT												
2244	Kerivoula kachinensis								LC											LC	
2245	Kerivoula krauensis								DD												
2246	Kerivoula lanosa				LC				LC									LC			
2247	Kerivoula lenis								LC											LC	
2248	Kerivoula minuta								NT												
2249	Kerivoula muscina								LC									LC			
2250	Kerivoula myrella								DD												
2251	Kerivoula papillosa								LC												
2252	Kerivoula pellucida								NT												
2253	Kerivoula phalaena				NT				LC									LC			
2254	Kerivoula picta								LC												
2255	Kerivoula smithii				LC				LC									LC			
2256	Kerivoula titania								LC											LC	
2257	Kerivoula whiteheadi								LC											LC	
2258	Kerodon acrobata								DD								DD				
2259	Kerodon rupestris								LC								LC				
2260	Kobus ellipsiprymnus								LC								LC				
2261	Kobus kob								LC								LC				
2262	Kobus leche								LC									NT			
2263	Kobus megaceros								EN									EN			
2264	Kobus vardonii								NT								NT				
2265	Kogia breviceps								DD				DD								
2266	Kogia sima								DD				DD								
2267	Komodomys rintjanus								VU								VU				
2268	Kunsia tomentosus								LC								LC				
2269	Laephotis angolensis				NT				DD											DD	
2270	Laephotis botswanae				LC				LC									LC			
2271	Laephotis namibensis				LC				LC									LC			
2272	Laephotis wintoni				LC				LC									LC			
2273	Lagenodelphis hosei								LC				LC						LC		
2274	Lagenorhynchus acutus								LC											LC	
2275	Lagenorhynchus albirostris								LC				LC						LC		
2276	Lagenorhynchus australis								DD											LC	
2277	Lagenorhynchus cruciger								LC										LC		
2278	Lagenorhynchus obliquidens								LC				LC						LC		
2279	Lagenorhynchus obscurus								DD											LC	
2280	Lagidium ahuacaense																DD				
2281	Lagidium viscacia								LC								LC				
2282	Lagidium wolffsohni								DD					DD			DD				
2283	Lagorchestes conspicillatus								LC								LC				
2284	Lagorchestes hirsutus								VU								VU				
2285	Lagostomus maximus								LC					LC			LC				
2286	Lagostrophus fasciatus								EN								VU				
2287	Lagothrix cana			NT					EN												
2288	Lagothrix flavicauda								CR											CR	
2289	Lagothrix lagothricha								VU												
2290	Lagothrix lugens			VU					CR												
2291	Lagothrix poeppigii			NT					VU												
2292	Lagurus lagurus								LC								LC				
2293	Lama guanicoe								LC								LC				
2294	Lamottemys okuensis				EN				EN								EN				
2295	Lampronycteris brachyotis								LC										LC		
2296	Laonastes aenigmamus								EN								LC				
2297	Lariscus hosei								NT											LC	
2298	Lariscus insignis								LC								LC				
2299	Lariscus niobe								DD								DD				
2300	Lariscus obscurus								NT									NT			
2301	Lasionycteris noctivagans								LC											LC	
2302	Lasiopodomys brandtii								LC								LC				
2303	Lasiopodomys fuscus								LC											LC	
2304	Lasiopodomys mandarinus								LC								LC				
2305	Lasiorhinus krefftii								CR								CR				
2306	Lasiorhinus latifrons								LC								NT				
2307	Lasiurus atratus								LC											LC	
2308	Lasiurus blossevillii																LC				
2309	Lasiurus borealis								LC								LC				
2310	Lasiurus castaneus								DD								DD				
2311	Lasiurus cinereus								LC								LC				
2312	Lasiurus degelidus								VU								VU				
2313	Lasiurus ebenus								DD								DD				
2314	Lasiurus ega								LC								LC				
2315	Lasiurus egregius								DD								DD				
2316	Lasiurus insularis								VU								VU				
2317	Lasiurus intermedius								LC								LC				
2318	Lasiurus minor								VU								VU				
2319	Lasiurus pfeifferi								NT										NT		
2320	Lasiurus salinae																	DD			
2321	Lasiurus seminolus								LC											LC	
2322	Lasiurus varius								LC										LC		
2323	Lasiurus xanthinus								LC									LC			
2324	Latidens salimalii				EN				EN												
2325	Lavia frons				LC				LC									LC			
2326	Leggadina forresti								LC								LC				
2327	Leggadina lakedownensis								LC								LC				
2328	Leimacomys buettneri		DD		DD				DD								DD				
2329	Lemmiscus curtatus								LC								LC				
2330	Lemmus amurensis								LC								LC				
2331	Lemmus lemmus								LC								LC				
2332	Lemmus portenkoi								DD											DD	
2333	Lemmus sibiricus								LC								LC				
2334	Lemmus trimucronatus								LC								LC				
2335	Lemniscomys barbarus		LC		LC				LC								LC				
2336	Lemniscomys bellieri		DD		LC				LC								LC				
2337	Lemniscomys griselda				LC				LC								LC				
2338	Lemniscomys hoogstraali		DD		DD				DD								DD				
2339	Lemniscomys linulus		DD		DD				LC								LC				
2340	Lemniscomys macculus				LC				LC								LC				
2341	Lemniscomys mittendorfi				DD				VU											LC	
2342	Lemniscomys rosalia				LC				LC								LC				
2343	Lemniscomys roseveari				DD				DD								DD				
2344	Lemniscomys striatus				LC				LC								LC				
2345	Lemniscomys zebra		LC		LC				LC								LC				
2346	Lemur catta								NT						EN						
2347	Lenomys meyeri								LC								LC				
2348	Lenothrix canus								LC								LC			LC	
2349	Lenoxus apicalis								LC								LC				
2350	Leontocebus cruzlimai			DD					LC												
2351	Leontocebus fuscus			LC					LC												
2352	Leontocebus illigeri			LC					LC												
2353	Leontocebus lagonotus			LC					LC												
2354	Leontocebus leucogenys			LC					LC												
2355	Leontocebus nigricollis			LC					LC												
2356	Leontocebus tripartitus			LC					NT												
2357	Leontopithecus caissara			CR					CR												
2358	Leontopithecus chrysomelas			EN					EN												
2359	Leontopithecus chrysopygus			CR					EN												
2360	Leontopithecus rosalia			EN					EN											EN	
2361	Leopardus colocolo		NT						NT							NT	NT				
2362	Leopardus geoffroyi		NT						NT							LC					
2363	Leopardus guigna		VU						VU							VU					
2364	Leopardus guttulus																VU				
2365	Leopardus jacobita		EN						EN								EN				
2366	Leopardus pardalis		LC						LC							LC					
2367	Leopardus tigrinus																VU				
2368	Leopardus wiedii		LC						NT							NT					
2369	Leopoldamys ciliatus								LC								LC				
2370	Leopoldamys diwangkarai																DD				
2371	Leopoldamys edwardsi								LC								LC				
2372	Leopoldamys milleti								LC								LC				
2373	Leopoldamys neilli								DD								LC				
2374	Leopoldamys sabanus								LC								LC				
2375	Leopoldamys siporanus								EN								VU				
2376	Lepilemur aeeclis								DD						VU						
2377	Lepilemur ahmansonori								DD						EN						
2378	Lepilemur ankaranensis								EN						EN						
2379	Lepilemur betsileo								DD						EN						
2380	Lepilemur dorsalis								DD						VU						
2381	Lepilemur edwardsi								VU						EN						
2382	Lepilemur fleuretae								DD						CR						
2383	Lepilemur grewcockorum								DD						EN						
2384	Lepilemur hollandorum														EN						
2385	Lepilemur hubbardorum								DD						EN						
2386	Lepilemur jamesorum								DD						CR						
2387	Lepilemur leucopus								DD						EN						
2388	Lepilemur microdon								DD						EN						
2389	Lepilemur milanoii								DD						EN						
2390	Lepilemur mittermeieri								DD						EN						
2391	Lepilemur mustelinus								DD						NT						
2392	Lepilemur otto								DD						EN						
2393	Lepilemur petteri								DD						VU						
2394	Lepilemur randrianasoloi								DD						EN						
2395	Lepilemur ruficaudatus								DD						VU						
2396	Lepilemur sahamalaza								DD						CR						
2397	Lepilemur scottorum														EN						
2398	Lepilemur seali								DD						VU						
2399	Lepilemur septentrionalis								CR						CR						
2400	Lepilemur tymerlachsoni								DD						CR						
2401	Lepilemur wrightae								DD						EN						
2402	Leporillus apicalis								CR								EX				
2403	Leporillus conditor								VU								NT				
2404	Leptailurus serval		LC						LC							LC					
2405	Leptomys arfakensis																			DD	
2406	Leptomys elegans								LC								LC				
2407	Leptomys ernstmayri								LC								LC				
2408	Leptomys paulus																			DD	
2409	Leptomys signatus								LC								LC				
2410	Leptonychotes weddellii								LC							LC					
2411	Leptonycteris curasoae								VU							VU					
2412	Leptonycteris nivalis								EN								EN				
2413	Leptonycteris yerbabuenae								VU								NT				
2414	Lepus alleni								LC											LC	
2415	Lepus americanus								LC											LC	
2416	Lepus arcticus								LC											LC	
2417	Lepus brachyurus								LC											LC	
2418	Lepus californicus								LC											LC	
2419	Lepus callotis								NT											VU	
2420	Lepus capensis								LC											LC	
2421	Lepus castroviejoi								VU											VU	
2422	Lepus comus								LC											LC	
2423	Lepus coreanus								LC											LC	
2424	Lepus corsicanus								VU											VU	
2425	Lepus europaeus								LC											LC	
2426	Lepus fagani								DD											LC	
2427	Lepus flavigularis								EN											EN	
2428	Lepus granatensis								LC											LC	
2429	Lepus habessinicus								LC											LC	
2430	Lepus hainanus								VU								EN				
2431	Lepus insularis								NT											VU	
2432	Lepus mandshuricus								LC											LC	
2433	Lepus nigricollis								LC											LC	
2434	Lepus oiostolus								LC											LC	
2435	Lepus othus								LC											LC	
2436	Lepus peguensis								LC											LC	
2437	Lepus saxatilis								LC											LC	
2438	Lepus sinensis								LC											LC	
2439	Lepus starcki								LC											LC	
2440	Lepus tibetanus								LC											LC	
2441	Lepus timidus								LC											LC	
2442	Lepus tolai								LC											LC	
2443	Lepus townsendii								LC											LC	
2444	Lepus victoriae								LC											LC	
2445	Lepus yarkandensis								NT								NT				
2446	Lestodelphys halli								LC							LC					
2447	Lestoros inca								LC								LC				
2448	Liberiictis kuhni								VU				VU				VU				
2449	Lichonycteris degener																			LC	
2450	Lichonycteris obscura																		LC		
2451	Limnogale mergulus						VU		VU							VU	VU				
2452	Limnomys bryophilus								LC									LC			
2453	Limnomys sibuanus								LC								LC				
2454	Lionycteris spurrelli								LC										LC		
2455	Lipotes vexillifer						CR	CR	EX	EX	EX	EX	EX	EX	EX	EX	EX	EX	EX	EX	EX
